day_of_week,weekend_indicator,holiday_indicator,month,quarter,cost_lag_1,cost_lag_7,cost_lag_30,cost_rolling_7,cost_rolling_14,cost_rolling_30,staff_count,overtime_hours,production_volume,marketing_spend,daily_sales,inventory_level,shipping_cost,weather_temperature,weather_precipitation,exchange_rate,commodity_price_index
6,0,0,6,4,457.43902925,448.17269445,242.88104664,328.48611212,246.11265149,257.81138354,26,5.56693891,212,1022.53124727,3023.93380694,321.67413557,206.07661452,22.98509832,12.07841593,74.8162095,128.63271203
2,0,1,5,2,172.99872142,447.59195799,311.03675704,325.70977454,252.40293381,295.64156702,26,7.63275365,824,1338.17553875,3712.33981285,193.4126744,90.9463138,28.90429339,4.2856127,72.1914237,106.9459001
7,1,1,11,4,451.95468986,226.66864508,432.99070592,313.67680004,177.35881997,315.39221929,41,0.73446098,221,1528.6133005,2136.08237232,426.43850332,122.34766624,26.31458384,9.23696844,71.8143284,108.73596114
4,0,1,11,4,430.93339349,228.89977943,381.98503389,177.67489305,307.5999036,272.68247276,54,2.42822667,733,1713.44971442,1964.94508617,436.26647479,140.58497123,26.52757925,9.36646685,77.06536986,113.5584292
5,1,1,3,3,450.93679439,470.00795838,265.82672616,331.63392532,286.83259711,345.24009192,67,5.82860959,901,885.71538423,1492.05085061,119.8220708,146.60207273,28.57747858,9.82955193,71.82841186,133.35202218
6,0,0,11,4,239.883181,327.46446469,316.55696375,181.19385106,355.70142777,180.39624831,78,0.86467566,363,2162.36925599,2664.65989577,320.25232391,139.93362113,22.61620766,12.10204959,73.49410005,138.1349537
3,0,0,3,2,214.83305582,473.73727858,316.53242588,211.44266961,375.85090166,312.263917,27,2.73665729,426,844.25510352,1970.44822002,202.03788672,90.92148147,25.8111133,11.25315541,72.36684757,107.92062426
3,0,1,8,4,317.13903251,454.81773857,385.90408035,173.39507067,350.29089058,354.33797445,51,2.79629711,427,898.50273269,3951.88064989,316.99383179,146.28316371,27.52796683,4.21526447,74.35641396,110.39070311
3,1,0,11,4,374.36856304,349.93468322,316.58134777,239.73475942,307.50095738,239.23569524,44,8.51891194,209,882.62845656,3983.26929921,443.57053783,181.17834978,29.43323242,2.24599903,76.561308,122.32087652
5,1,0,11,4,236.25748166,371.74728213,281.90913441,239.15739561,345.30403816,347.6305091,26,1.71275451,547,1656.13771715,3600.18756682,199.22285629,148.23863189,23.59144175,10.04238004,78.17097756,129.50333549
2,0,1,9,1,138.36847552,173.6745483,314.43412123,227.24427584,230.97662315,347.8612419,28,2.05440628,923,2052.02489932,2000.79615799,195.1701319,236.47112175,26.6980014,11.56834588,71.21193751,140.03789128
2,0,0,4,2,376.62727155,358.26226763,423.88157774,286.64750663,229.86636392,325.72635192,42,1.14471812,883,1356.90069237,1679.20771894,263.27821005,205.45280779,29.417109,11.18916107,74.95905258,132.20854465
2,1,0,11,3,171.20221905,318.52708028,380.35578175,267.13765848,337.67847982,315.91517142,34,5.91794347,583,1740.9408662,3419.47006769,181.53860605,228.10499501,20.26030126,8.28591964,73.81978956,132.58965999
3,1,1,11,3,357.68767748,398.101299,135.23987213,245.52328128,248.81749087,347.43028595,72,6.23899826,295,1747.67902086,3045.63248293,365.58158079,180.33007694,21.67518902,14.924484,72.60740485,126.17011817
4,1,1,2,1,171.09199725,314.03042204,311.1878721,338.03078648,376.34135257,313.09308471,75,3.82528773,292,950.96574698,3409.95592715,299.51326174,146.61147553,29.48685603,4.38925296,77.94111332,113.07982284
4,1,0,11,2,352.12650976,224.15229668,418.21883326,211.99848944,376.34303612,243.93624753,40,2.44258979,253,2305.32955513,1623.53030802,426.61374141,245.35705659,24.08709346,9.00413034,72.40968831,138.07098802
7,0,1,4,4,190.53197522,472.29069407,150.23403108,310.7847171,376.33781732,300.56958755,46,8.48367788,763,1726.49001093,3992.71828522,195.21598187,148.37596001,26.79550227,12.75333295,72.93964653,136.54919668
3,0,1,11,4,146.51904028,397.84303627,315.54803161,295.99261449,334.53709322,340.23167145,68,1.33412472,337,1362.26038944,1960.11103469,195.36057178,109.84748408,25.43812808,12.65271809,72.63727803,115.21741197
3,1,0,2,2,312.78429623,439.99499703,243.0169746,242.31289654,175.33713466,270.22678045,79,5.692454,764,2127.90350796,3067.33985517,133.62397813,183.01307017,33.42416718,9.0465792,72.10490194,108.57472731
4,1,1,11,4,203.81921878,177.53364631,418.82958375,334.76377773,352.64032605,338.32254322,77,2.06242704,743,932.50518219,2253.69555447,174.06172553,108.03372063,24.35685817,3.63084085,75.72992987,112.90174612
4,1,0,11,2,173.55032457,346.50150806,271.95051318,306.27965841,322.72086185,179.70437433,24,2.42251758,636,1691.68810612,3026.62256928,161.11762094,205.67797343,32.42859586,3.11634059,77.74819038,110.225392
4,1,0,11,4,169.01032545,256.12444552,182.11177407,289.15223724,375.77041966,174.16105116,40,4.99944784,877,1723.06316305,2027.68352295,203.2458306,212.82691873,25.26719246,11.21713405,74.10338892,142.36787556
2,0,0,11,1,363.45170543,392.25948872,379.5242485,288.72370469,197.83040975,354.291978,24,5.49687622,905,820.64338098,1692.18242926,283.30804558,182.02804051,21.91486976,4.10573507,78.38406675,129.184763
2,1,1,11,1,143.11180729,304.42578588,136.0896885,192.03808103,298.97452801,180.84742732,83,5.31660474,896,867.89638077,1472.65378553,232.69716469,260.05941357,32.19824397,3.0390019,72.10053892,126.37791016
2,0,1,11,3,458.50801822,186.52701342,304.79190096,327.95857554,246.98725765,243.41620486,44,7.63684813,922,1424.93363952,3333.07183065,263.37019507,264.1023634,21.71232418,3.63891385,78.2459042,127.89702703
3,0,1,5,1,181.37822509,277.74396904,134.10283168,252.00831008,278.09154192,339.09229102,21,0.76123216,236,1743.86222975,2495.73447466,209.96205835,111.99466416,22.39292709,3.58893192,72.07705281,112.82459594
5,1,1,11,4,193.44502721,244.29998735,379.83281113,325.48556612,328.65518954,325.62714277,32,0.6983538,665,2086.31525335,3675.4985125,379.29836188,248.58515028,22.76136174,9.05631207,76.54887238,130.06654466
3,1,1,11,1,451.95707176,467.63416,305.32921372,317.73758395,174.73556534,257.84378428,82,2.44658975,901,1422.35443816,3129.57641985,161.39183023,179.19400163,25.78357159,15.43378843,78.22079625,127.50610503
6,0,0,3,2,364.24655287,174.64878629,231.5678142,260.93144098,187.01563968,322.09755058,58,3.85278198,896,1171.39724796,1992.92447531,240.5932834,165.65834397,18.58777397,3.54379514,74.27285697,127.7463547
2,1,1,2,2,376.46033316,360.81372337,379.67789239,287.66124591,338.2014161,273.33507747,77,7.49836935,549,824.16344188,3051.83204069,133.85977913,170.58306831,27.53553111,4.65844982,74.0171038,130.64678716
3,0,1,4,4,452.8809638,294.00031336,379.61913903,304.76591282,361.04384872,292.60896902,39,4.61484777,784,951.71650572,2293.81882423,117.84442198,256.56044704,28.92503193,9.27432396,76.52932244,106.35480833
3,0,1,3,3,451.99894827,216.43680519,353.02097024,310.18864462,307.38258116,273.3821672,60,4.8455322,293,1516.28941663,2064.30782572,237.476673,206.92098768,33.41631353,8.35041114,72.90061373,110.26600664
7,1,1,11,4,385.62302077,262.16792977,132.14916603,327.61803427,307.35645809,263.2769587,78,0.69990502,440,962.35728339,3796.14314021,195.42214185,187.23757282,21.92087123,11.52139357,71.72825927,123.65373869
5,1,1,12,1,189.83524142,191.39319702,423.93709824,193.30761486,198.58449339,183.21947217,48,3.83076325,870,1731.04428214,3516.23321252,168.40347867,210.15888013,21.92108827,9.42110124,71.88615953,128.42036178
3,0,1,11,3,138.89755605,309.07756484,304.59657534,270.46218226,172.84503504,339.0998097,79,4.14254678,778,1256.52872111,1676.46817629,374.73117012,184.40635963,25.8404312,8.78509891,71.85332914,112.94235367
2,0,1,12,3,137.32356089,364.84925469,192.11890336,215.18654783,285.94752454,326.20767735,24,5.49208099,438,967.24056524,3748.07881364,433.32944933,187.41542159,18.20079954,8.20528654,76.34558069,109.32138776
7,0,1,11,3,363.44980993,438.66171715,307.50334958,275.01900186,351.37191201,258.96295833,41,2.05414217,861,2132.01850495,1491.46243066,296.85329622,90.96634348,26.80270218,7.36316452,72.88548725,130.00466701
4,1,1,11,3,308.84622332,359.00049379,341.4617218,212.09418979,307.28082071,343.65270937,81,2.68701507,660,1018.47411772,3055.94478207,438.86589135,177.896778,19.03567429,3.04435221,78.53598588,127.70564417
2,1,0,7,4,164.38364738,328.48963374,414.25806276,241.80066096,334.01563163,236.54224742,79,5.37513884,890,932.23352638,1728.53336524,307.46830736,161.61010003,28.91793057,10.47225107,76.08116044,106.86218946
5,1,1,11,2,321.32761147,251.50492799,136.37622777,274.6071234,229.93938277,256.41907456,84,5.79595044,575,1724.58898417,1624.80056794,364.22734262,87.74133433,21.70254112,11.23099251,72.6785687,136.17870451
3,0,1,11,3,406.35889701,266.85858462,311.66682848,323.67316008,361.03536019,257.91445707,21,2.11326775,781,1730.55757155,2489.02342078,409.49194182,148.95403026,31.22438882,9.9727544,78.35281534,113.56107837
2,0,0,11,4,357.28138755,475.36488516,430.91500031,286.74246814,349.67175501,170.91145184,54,5.84749023,341,941.7994111,2428.7984462,425.64332905,125.56907291,29.31080601,5.16214346,78.00647047,114.51195461
6,1,1,11,3,174.2239998,471.83641412,380.16122795,303.27503101,173.16177958,316.94615618,69,8.20719599,707,1357.92061728,1652.16940722,302.33062886,252.48181053,25.31263347,10.76307569,75.21801726,108.78135787
5,0,0,5,3,364.32427872,329.31088818,307.97940592,296.79058416,198.73905432,186.40199489,79,2.25396111,261,821.5676888,4076.09127317,422.08693251,253.82725056,26.83706426,7.68463023,72.05567454,141.74155821
7,1,0,2,4,453.72874567,327.54393364,426.29165323,311.73543712,336.17375048,261.9425013,47,7.4977555,229,1677.29089405,2309.07718942,170.672471,256.82027717,33.43667172,12.10566784,78.17656299,108.39556128
7,0,1,11,3,339.37680821,247.22600409,149.52025111,232.92709458,193.7050418,179.68608442,54,4.14043516,395,1715.41879132,3243.64941449,395.37978951,248.31638424,18.53475125,7.870094,70.96007454,127.89883974
3,0,1,6,3,243.87821889,353.33191377,410.97000259,192.12908885,182.81231591,299.15618498,82,7.33685814,831,1337.68091984,3369.06669873,432.3798599,248.56817716,23.39992865,3.58815005,78.05351862,124.98510169
4,1,1,11,3,337.58178968,178.03276294,428.11147631,212.55171141,255.92783323,288.43734336,74,1.23005664,561,1523.58366734,3350.41277725,323.62050841,87.82798629,29.41745471,10.40408911,78.28132997,134.22666991
4,0,0,12,3,317.12089392,235.83139619,308.0988379,328.95891034,376.342245,263.33458215,66,4.52654948,427,956.38963568,2554.2088917,206.49717121,137.66418623,32.41793276,2.87292628,72.32341092,114.32169488
3,0,1,11,2,362.36915258,321.38536455,349.51794508,320.71779507,373.47596076,309.45992056,22,2.69019919,754,2199.64663608,3378.70567935,331.68972998,135.14965213,25.2296224,12.81093867,74.22353477,133.20780724
2,1,1,11,4,383.06069681,475.49006855,212.77715015,292.37727697,357.11329581,173.28248607,74,2.05241729,739,731.01283829,3129.47806932,130.33495541,247.84772346,33.43706944,7.07017668,72.18795489,138.93309429
7,1,1,11,4,139.86746346,247.40425486,242.62165268,261.05671839,320.97944837,345.2976375,35,3.90756488,251,961.92992327,1502.08383926,329.2470757,87.93922068,26.42502969,3.53880266,76.56070855,128.11576312
7,0,1,11,1,344.36128751,168.05421081,355.91424181,330.14454235,351.15088745,340.32881454,68,0.66614893,242,1688.06851929,4141.81528771,373.49307292,151.83297539,25.14523506,11.16503706,74.02974457,105.89839033
2,0,1,11,4,375.93708061,404.58758995,135.83045509,175.19172449,299.69946957,369.76183124,62,0.7571778,892,980.09810538,3117.53499881,196.331644,137.65821652,27.1714439,14.85284776,77.13645565,110.62273364
3,1,1,11,3,212.83298404,213.70104954,296.21323552,287.42567177,374.25362237,344.86515876,56,5.74820256,746,1194.60289373,2736.93222537,176.07531564,162.22918958,33.40800722,10.01008205,74.45487478,136.85516647
7,0,0,11,1,305.24010836,474.64267224,354.84436559,253.53890733,256.21386466,338.20304454,48,2.58724152,375,903.8644582,1504.3844888,111.04933623,180.76936617,26.72468384,8.29084317,71.73158902,136.17141641
7,1,1,4,2,137.28500871,258.90749667,381.42073386,241.26443047,242.15154896,263.5949546,24,2.41723042,235,836.61542377,1624.99144607,322.9726576,256.17065414,32.47766121,3.13395723,72.06045135,130.01032011
5,1,1,3,4,383.24355488,398.01282396,356.5736095,247.52216231,239.66739323,347.55508885,62,0.81739903,261,975.8661135,3129.83463068,303.26338076,219.74718668,23.76958093,3.08170111,74.22194009,112.50567892
2,0,1,8,1,344.88131467,317.52516052,178.00103839,212.72668043,344.00341872,326.09340066,42,5.99338706,494,946.84800822,2139.35492559,407.584875,181.27272763,26.02723226,9.04586248,76.53433672,128.28058274
7,1,0,3,2,199.08459356,217.20273089,427.23758514,287.05948339,177.16190276,341.97830658,83,0.8825287,768,747.75781258,3510.15519546,216.46008738,163.95856734,19.84559647,4.04694691,72.37418336,106.2304097
4,0,1,11,2,219.12732839,331.23856513,243.9369392,248.75650291,192.07422565,173.35408388,63,5.72816242,254,1727.06859033,3826.24610381,195.52595856,185.35623164,26.68382225,8.22351803,72.42999861,125.96975923
3,0,0,11,2,273.0187497,389.70202642,434.13113178,185.39811063,280.11074999,338.14907083,32,0.82698681,826,1656.96338302,3712.94370597,133.56734901,144.1394991,26.83872314,15.14942696,77.80287619,116.62566082
2,0,1,7,4,164.33908131,298.74023798,401.56879535,328.07505503,201.02136395,287.82471576,42,3.08717679,919,1787.62329258,1615.40784496,307.55503484,99.16435997,24.11707837,4.85718541,73.22891321,126.10089501
3,0,1,11,1,357.55804392,369.12014299,134.05666407,314.86597565,376.34520104,174.60605474,79,4.11224555,837,1696.88004294,2450.46175355,255.72655335,136.4075432,25.71667333,3.0330689,76.70352235,129.75559607
3,1,0,9,1,353.88046276,206.45742654,134.16212795,288.27225064,246.23241611,336.89229766,42,5.65453254,356,1423.1944142,1479.15160025,319.88275395,135.9073673,28.91392143,7.73321132,71.01768914,129.80995152
3,0,0,11,2,155.05822723,357.34341566,261.44541972,287.18971027,307.71353944,248.88075165,76,2.46285246,896,821.74759159,3103.33159756,275.16853494,210.9186448,21.6898975,3.12102537,72.31665792,108.56373331
5,1,1,11,4,454.77344446,169.1048727,244.0095082,276.58734533,175.54467407,354.87198832,37,5.61165667,264,935.32561538,1637.09938043,441.33744047,158.03888855,27.00687846,1.77751395,71.33607774,126.25477246
7,0,0,11,4,360.77375715,412.61419431,136.95625309,328.77782252,247.1369601,257.89537034,44,7.61755142,499,1166.40552543,2081.79879793,236.91576863,247.8635259,27.18586412,11.61972471,75.86773036,134.27152201
2,1,0,11,2,237.21990269,302.34651949,133.29104348,213.84472365,351.08371767,178.469892,77,3.77781514,801,1542.67758815,3128.76039506,355.29071284,196.93517141,22.01155877,9.05025808,72.57240428,107.11721428
6,1,1,5,1,408.37462827,229.97925642,422.22665403,303.62563916,210.16172364,298.08329093,24,0.81427358,256,745.11943456,2872.78480918,427.68429175,144.34865946,24.38796208,10.73281809,75.5974008,134.42747046
5,0,0,11,2,147.82660859,299.38198046,385.52590981,269.33294591,328.26527843,343.62005433,72,7.57035746,255,933.04905329,2062.34113757,267.8835069,206.20520218,25.43201536,11.2415731,73.96833157,116.0373742
2,0,1,5,1,398.88916631,187.31252714,214.37353113,263.9684488,343.94870223,287.55599145,34,1.20998513,213,2064.53293855,3983.15739392,355.96265835,127.12585812,27.21987262,14.83305741,73.09116958,126.7858581
6,1,1,6,3,452.52794726,222.05314435,232.29420232,326.47954264,376.33896958,266.96573652,50,2.06770804,763,1748.217854,2456.25626902,166.38317702,250.30632246,25.37831282,11.99171785,75.5778213,129.96213436
2,1,0,11,1,341.09158124,369.96651708,305.49005224,193.31426432,173.48562777,366.26187637,70,2.63588321,218,941.2536394,4140.6695913,397.81000264,160.87479972,33.41557137,12.69766621,74.23290397,118.01941433
2,1,1,11,1,193.78519924,167.94378833,226.98989897,255.09829421,287.4931533,263.1168674,30,0.75852481,720,1508.29111813,1658.60323682,444.95373523,254.85955438,29.43196165,4.40114,71.00024278,139.83862354
2,0,1,11,4,395.19394576,464.35595145,301.47196972,315.01955402,220.50276634,171.0118092,60,1.3352949,516,730.7086732,1450.91508683,201.62790007,152.97522389,31.38363396,14.75333808,74.05810869,117.81634951
4,1,1,11,1,139.53362902,391.96717776,136.47163521,334.97702643,173.33157826,302.05152575,48,7.55885004,364,1683.42797168,3450.82225183,352.95453127,237.82887898,26.07677456,7.7543188,74.01736844,123.23562639
7,0,1,10,2,364.81014316,376.22741774,305.04378308,239.70879902,346.9846025,344.47985463,57,5.90814545,883,938.81419166,1970.7754957,305.60280071,213.21739036,30.485196,8.27990821,72.26179945,126.16156186
4,0,1,11,1,235.96481658,361.81366657,423.76347396,175.16287799,174.88873722,319.07461677,74,7.70412193,205,2306.46046609,3877.98535786,316.33768327,247.5409424,29.23651664,3.03269628,77.59629287,112.63513637
6,1,1,11,1,283.10391901,210.68286018,317.04590532,307.36488793,243.61108373,173.1875356,35,0.77294109,244,1008.2737195,4083.22627256,332.42061787,90.9388123,21.9186523,8.78166717,78.39911944,113.42939874
5,0,1,5,2,187.98438793,328.508973,265.23686756,322.44267996,358.67752702,318.56269562,76,3.77777387,230,1688.63726486,2157.79781373,165.53854462,88.48298664,21.92325175,10.18935414,78.27546182,107.81029346
2,0,1,11,2,213.54314275,252.99154383,423.79630784,250.38813841,174.97311773,175.73369213,66,0.75812718,705,977.80108554,3059.72977904,351.88787779,236.69459727,24.09123351,14.02902388,72.93882702,128.26318071
2,0,0,2,1,370.24435737,182.71436361,418.19938219,268.48987303,182.53593133,170.90609177,56,7.49636931,242,1066.34807311,2631.33030247,307.97944478,107.94074367,24.44493013,11.87170628,72.36098116,108.72479144
3,1,0,2,1,330.29097617,196.82364804,309.36264985,240.12348007,374.97773538,340.34151599,40,2.59340125,374,1423.61197834,3735.62936931,131.04682616,206.82420556,28.9144901,9.05490917,78.50438817,110.52856837
3,1,1,11,3,357.65873123,373.33588153,140.28393667,306.06437895,213.58637325,179.04717672,34,0.95840352,228,980.26659993,1880.95563587,458.69681999,144.80756549,30.85733512,13.07959162,78.31314452,110.57176209
5,1,1,6,2,313.55026113,461.14622804,351.90635868,189.7139918,326.12066437,179.30022766,32,5.26899845,502,1433.46664825,1876.66930413,432.17292353,248.90035632,20.37786012,8.37088787,76.68692465,113.66829005
5,0,0,2,4,376.67013407,176.50000105,380.13863728,268.83671295,307.43325779,348.17041707,62,0.65741618,519,1423.9217987,1641.4782334,119.37295982,103.77653696,26.81411102,8.84643858,72.416252,133.06797832
2,1,0,11,2,381.3011044,455.28019892,388.23639997,215.20925808,376.34381327,326.34180226,79,2.62018753,922,821.85501729,1785.29228915,236.16501242,133.46947457,29.83687468,8.77428237,77.11935237,131.89937261
5,0,1,11,4,307.11198619,444.99464593,246.74349161,315.98799658,352.72398905,243.43353378,21,1.33280596,242,1004.13691653,3290.89726287,307.78711353,226.45462065,31.95005855,8.14656992,73.8426038,127.48384895
2,0,1,11,4,381.8693361,170.50463594,307.02774657,225.22877244,231.87115453,235.76518274,34,4.13732711,239,946.44208538,2762.84709786,306.82230082,126.14341435,23.89569558,12.11777438,74.31888334,112.42149173
4,1,0,3,3,167.8760637,266.53568202,239.03109983,294.0071032,202.98962234,245.31621132,72,3.77421846,888,2083.24170158,3828.827709,463.36774692,201.41085207,27.43012907,10.2228857,74.02469895,137.6928107
2,0,1,11,4,346.64775813,255.90740584,197.54768774,335.70071112,229.85750135,183.41093477,24,1.49386986,889,1517.64612244,1494.16881688,393.87220408,132.59074317,18.2568623,9.38069212,72.41564237,118.1385795
2,1,0,3,4,177.44265711,213.14477329,423.16455391,176.44664579,307.72759586,353.11302679,34,2.61008049,832,1655.04792825,1616.4936875,195.08482065,148.58894586,21.81516448,3.2266808,75.33001328,107.64434151
7,0,1,2,4,430.81729298,171.10621357,243.97977262,314.82549059,337.38244805,299.18106328,51,1.33509731,322,821.24994667,3403.51448531,218.79508676,134.84366718,23.01379715,4.38498745,74.22191697,132.26584999
2,1,0,8,3,395.68147375,441.0811711,243.95581702,301.60770605,294.69869325,172.03693306,24,5.67592108,259,1651.89709312,2669.45303528,226.19825942,192.39864157,26.82461016,8.2502413,71.55372618,129.79711337
3,1,0,2,1,151.04252673,327.76887437,226.08552738,270.58615965,375.47218353,237.7427143,37,5.81537684,665,2498.82886341,3946.86537587,311.10997917,87.61113505,26.26467691,6.61747993,76.99683986,108.18289953
7,0,1,11,4,357.86854757,328.95730895,338.29644998,314.81199931,350.70245848,257.52647545,55,5.77464383,206,1194.51656347,3033.56982459,195.28587292,254.88582699,21.92444537,11.93039805,76.32659867,119.59260012
7,0,1,9,4,370.72147601,397.02778573,319.51515537,275.2599049,220.47009349,310.27481142,23,3.77146713,910,774.85952779,1723.77938665,194.40099986,248.50764516,32.49123398,9.48163668,76.70352156,106.05300813
3,1,0,11,3,289.06460962,247.52355599,187.85456777,256.29086507,371.31239181,338.13163443,66,2.54815447,299,1020.93195795,2135.80333365,293.15307535,111.94703278,23.64049882,8.70359117,75.71347673,118.84891604
3,0,1,8,3,242.80638744,225.57662563,357.43892524,327.31828176,321.32445271,347.62389057,26,2.03443312,447,1648.10406831,2555.08992994,324.66683765,206.25955031,26.06924153,3.06903214,72.05644974,107.15423517
7,0,1,11,1,390.04639419,470.89545696,309.78266491,231.2511602,175.15852775,352.27308059,22,5.15256936,828,2508.89594808,2002.878062,133.64520422,187.43646865,26.70805396,1.82643982,73.99432652,132.84692702
5,0,1,3,4,360.68480847,377.82601285,302.39977642,256.54052439,217.20271543,338.33163608,48,5.37074892,919,1064.86619285,3426.44179458,455.89656022,206.93271005,20.8395498,9.0483901,73.48795096,113.66567581
2,0,0,11,4,175.13370114,315.3706692,314.45496476,249.72476743,222.64148793,296.42381263,83,2.70424418,217,2089.69980032,3770.9457931,308.789026,101.55623662,25.89556332,8.34769724,77.67571926,106.91251121
4,0,0,5,4,321.74598235,328.88617176,248.69016401,193.3052853,220.47693536,275.40669249,31,7.61314013,257,1018.14146275,3079.29842765,148.4502421,213.29417281,29.20631674,8.94284367,77.99886247,136.16101562
3,1,0,12,3,146.2530798,376.48440361,311.30629474,174.98184595,342.41900069,308.22679825,83,5.51738695,493,764.01192918,3698.06145607,264.33912666,107.46122116,24.16159748,3.75591809,76.33761812,130.15115146
6,1,1,9,2,365.31342595,440.52242609,133.06487171,295.6738473,204.5372577,352.83535126,57,2.41718719,847,925.40986142,3572.02725242,416.23036167,206.4654574,25.13235896,12.24468282,70.99992979,113.11588289
5,0,0,12,2,237.27235222,308.6567781,377.0689473,181.75073597,198.52004543,173.87251587,82,5.15182042,441,2227.85820066,3078.15214464,354.80651258,239.47259531,21.67029917,13.17359111,72.05625373,112.89852627
4,0,0,11,1,291.07328066,439.8258813,206.49997165,324.80274437,247.81353387,170.98758704,48,0.83004236,483,1327.8308031,3276.65993078,348.03975065,93.00188874,26.71267155,3.01998423,78.29672901,115.38695428
7,0,1,5,3,167.53991641,246.05918173,208.682474,246.72416499,352.20810426,260.52030072,29,2.29075233,493,821.84897736,3422.07275544,304.32938906,150.57809352,26.66443611,14.96217223,72.93280375,142.55535438
2,0,0,11,2,317.65359245,172.22747765,135.73538179,214.47096193,178.36818663,303.03709551,80,2.73743379,490,820.2814187,1897.41136899,393.65308498,253.68103656,25.41177871,3.5675443,74.44335729,131.29315123
7,1,1,5,1,320.66151754,371.36108211,243.97470104,324.03330004,364.0043188,243.43009864,28,0.6733527,722,964.59163044,3959.17038947,307.80795576,263.20992896,24.52610172,8.847987,72.62804738,110.20384121
3,0,1,10,1,195.986858,414.90645,161.13096314,193.32242771,202.7826261,243.28745851,37,1.33744752,893,801.55036287,2267.50510631,371.34691699,89.55736013,31.2954523,7.96629674,76.60425653,127.73263484
6,1,0,11,1,387.91503292,272.51890796,195.44501958,248.85199644,376.34416376,179.37156138,30,2.63115049,268,2059.25195856,3908.10596539,418.31220197,182.01426449,26.73937285,9.06455293,75.70745705,116.80907843
2,0,0,11,3,358.46627222,468.08712961,398.02158049,257.6221921,357.32978727,340.08337989,45,2.34089828,428,1951.89765226,4034.18335048,170.47970115,97.89940191,21.72860492,4.12340568,71.70428334,134.28753099
3,0,1,11,4,165.15904523,205.29523165,374.31500694,266.67207795,326.86644628,329.2808801,21,1.93133948,821,767.17817436,2874.9667715,395.19141418,197.79766808,26.42231038,12.57388105,71.3226963,108.23096404
7,0,1,6,4,376.59224841,168.77090652,165.62307589,190.66667604,334.82677576,340.38711825,43,2.56149312,460,1799.26584282,2356.867735,202.94211739,144.7564867,28.92061183,9.17199188,72.55291361,108.73170951
5,0,1,7,3,424.41039713,474.1722345,427.6867477,335.85308715,333.28021984,273.59831376,83,2.06545521,389,959.71149416,1619.3210285,196.15622394,185.71886272,27.03318682,9.00173104,77.99884038,106.87523245
6,1,0,11,3,172.38572581,304.59863976,222.82115867,193.32189443,337.81605246,277.75194538,59,2.05234526,587,955.85264672,2781.21580535,293.01630567,150.62548389,33.43018307,14.32363964,76.2818315,113.68868477
6,1,0,4,2,202.2333439,475.92128572,331.41287716,312.80252653,338.26168717,183.93099532,49,7.51136508,217,1731.18225041,2475.19125851,354.97057013,111.46262818,27.29357161,7.06473605,75.79623157,112.03153272
5,1,1,11,4,343.99223739,178.53725638,136.67241058,193.31053585,337.65619968,177.60796179,51,8.15096233,905,970.69593128,1458.69489583,389.8408443,90.92083939,25.24799254,14.58053371,74.06529243,133.18560218
2,1,1,3,4,236.00560062,328.75085653,392.94257642,310.78445543,312.49677227,312.17894311,71,1.06306091,264,2210.67900646,3145.89204067,309.68430463,102.04200306,20.05867145,8.15904325,71.07835468,127.89786231
3,1,0,10,1,364.99867275,344.86450395,379.7557787,326.36484714,356.77718657,177.33119098,58,2.37376244,921,1732.85782307,1499.02782144,206.40270758,133.95890616,25.87082314,10.49537773,78.0651922,130.11930829
4,0,0,2,1,164.53942703,455.09974181,423.94866844,178.71791312,376.34529186,174.54833336,82,7.57017619,211,2112.82673095,3146.22408707,279.4628428,99.32706088,29.07282506,10.00141327,74.24053645,119.48753397
4,1,1,11,1,360.02701614,328.472033,400.66720556,312.74945856,175.46477314,259.8681121,52,0.74358467,893,1421.07759746,1659.885436,126.67834521,154.48334835,25.76993518,4.43548232,70.92621242,130.92758021
7,0,1,2,4,164.50026561,303.14846705,370.59264717,314.74935008,335.85502483,227.28124616,82,6.97044148,521,966.43109119,1482.29582805,110.71830204,254.13724691,26.68197825,11.86804706,76.54398057,132.88082607
6,1,0,11,4,173.10860229,439.81943153,430.62281618,215.21646072,347.53254441,258.78649174,74,5.76942466,555,1907.00230106,1490.98586145,324.01940599,138.45841327,25.4528037,8.132413,71.04005701,130.08855467
2,1,0,11,3,153.81706943,217.45559836,244.04951909,266.9308074,311.96568975,347.70411356,63,7.15971618,511,1657.79411343,3693.51805348,129.60656843,88.49503043,33.43134162,10.78137025,73.03553997,118.22142584
3,1,0,2,4,166.26270482,230.8527913,433.25866055,310.61293953,173.50700951,258.13082888,37,7.51121654,369,2341.6156996,2136.95084777,427.06913959,163.8621473,23.0083193,8.32042924,77.81179211,119.38004196
4,1,1,2,2,375.74016194,411.33940621,239.13650267,335.22409769,310.30582734,235.33269844,45,7.30615681,909,994.90566595,2135.99128003,455.99886537,237.15258843,33.43107147,11.53335727,77.9061486,142.93582649
3,1,1,11,4,237.73911851,252.87884372,378.75537037,303.38136323,307.80347227,171.43493948,24,2.64670143,388,841.73435812,3919.12025264,111.07147164,90.97493399,24.68848839,3.04473748,77.65737587,127.31608744
2,0,0,11,3,169.53569596,210.39328419,396.44385956,284.87935325,342.23928952,315.88035923,52,0.75082458,900,1364.05648832,1617.84350674,199.1369795,194.06835654,22.96780992,10.47147953,78.27709232,112.36159763
